,id,cardname,setname,type_line,mana_cost,rarity,oracle_text,power,toughness,loyalty,cmc,set,color_identity,colors,reprint,layout,legalities,timestamp,price
25,7a3f8878-5928-47ec-bb31-f4ee24ad982b,Gift of Growth,Dominaria,Instant,{1}{G},common,"Kicker {2} (You may pay an additional {2} as you cast this spell.)
Untap target creature. It gets +2/+2 until end of turn. If this spell was kicked, that creature gets +4/+4 until end of turn instead.",,,,2.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780371,0.3
26,7bc5ce71-282c-43f9-b12a-edd8f4ab6006,Gaea's Protector,Dominaria,Creature — Elemental Warrior,{3}{G},common,Gaea's Protector must be blocked if able.,4,2,,4.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780371,0.3
27,d13deb9c-5985-4355-8716-ee1c7b54b8e2,Corrosive Ooze,Dominaria,Creature — Ooze,{1}{G},common,"Whenever Corrosive Ooze blocks or becomes blocked by an equipped creature, destroy all Equipment attached to that creature at end of combat.",2,2,,2.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780371,0.3
28,b4dcb59f-2a47-4461-9831-204ad15696b5,Broken Bond,Dominaria,Sorcery,{1}{G},common,Destroy target artifact or enchantment. You may put a land card from your hand onto the battlefield.,,,,2.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542300980371,0.1
29,504090bb-d183-4833-aea5-d4193b5c57a1,Baloth Gorger,Dominaria,Creature — Beast,{2}{G}{G},common,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
If Baloth Gorger was kicked, it enters the battlefield with three +1/+1 counters on it.",4,4,,4.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780371,0.3
30,bceb365c-5de6-47ae-b42d-7fbce7781f8e,Arbor Armament,Dominaria,Instant,{G},common,Put a +1/+1 counter on target creature. That creature gains reach until end of turn.,,,,1.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780371,0.3
31,b6a3b223-b232-4da3-9431-ccb4688d5941,Ancient Animus,Dominaria,Instant,{1}{G},common,Put a +1/+1 counter on target creature you control if it's legendary. Then it fights target creature an opponent controls. (Each deals damage equal to its power to the other.),,,,2.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780371,0.3
32,f426c92c-6e71-49f0-9a91-0d529bf8c17d,Adventurous Impulse,Dominaria,Sorcery,{G},common,Look at the top three cards of your library. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,,,,1.0,dom,['G'],['G'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542300980371,0.1
33,0ebd63cf-7e8c-4c8d-844d-98535d5f3039,Warlord's Fury,Dominaria,Sorcery,{R},common,"Creatures you control gain first strike until end of turn.
Draw a card.",,,,1.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542300980370,0.1
34,1636d138-aa63-476f-a930-41b1be988032,Skirk Prospector,Dominaria,Creature — Goblin,{R},common,Sacrifice a Goblin: Add {R}.,1,1,,1.0,dom,['R'],['R'],True,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1538499380370,0.2
35,21b9d339-99ed-4923-8f56-be37f29a0bfa,Shivan Fire,Dominaria,Instant,{R},common,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Shivan Fire deals 2 damage to target creature. If this spell was kicked, it deals 4 damage to that creature instead.",,,,1.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780370,0.3
36,dad40a04-a026-4285-8c78-088a356652d1,Seismic Shift,Dominaria,Sorcery,{3}{R},common,Destroy target land. Up to two target creatures can't block this turn.,,,,4.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780370,0.3
37,d3f2aa2c-deec-4927-a2d6-f5dce5967e26,Run Amok,Dominaria,Instant,{1}{R},common,Target attacking creature gets +3/+3 and gains trample until end of turn.,,,,2.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780370,0.3
38,7fdac0c6-bf72-4a9b-9fad-ae7bc2632a4a,Rampaging Cyclops,Dominaria,Creature — Cyclops,{3}{R},common,Rampaging Cyclops gets -2/-0 as long as two or more creatures are blocking it.,4,4,,4.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780370,0.3
39,94454128-92f1-475d-abc4-c235f501eeb6,Radiating Lightning,Dominaria,Instant,{3}{R},common,Radiating Lightning deals 3 damage to target player and 1 damage to each creature that player controls.,,,,4.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780369,0.3
40,22d2e230-2d60-402d-98e4-0f33d2f27c56,Keldon Warcaller,Dominaria,Creature — Human Warrior,{1}{R},common,"Whenever Keldon Warcaller attacks, put a lore counter on target Saga you control.",2,2,,2.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780369,0.3
41,f1245212-d081-4e95-a508-e1d3a7496473,Keldon Raider,Dominaria,Creature — Human Warrior,{2}{R}{R},common,"When Keldon Raider enters the battlefield, you may discard a card. If you do, draw a card.",4,3,,4.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780369,0.3
42,ec66b814-9c47-4d17-8c02-1d9be565c76c,Keldon Overseer,Dominaria,Creature — Human Warrior,{2}{R},common,"Kicker {3}{R} (You may pay an additional {3}{R} as you cast this spell.)
Haste
When Keldon Overseer enters the battlefield, if it was kicked, gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn.",3,1,,3.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780369,0.3
43,c448ba82-a502-459f-9ebc-fc9e85674e6c,Ghitu Lavarunner,Dominaria,Creature — Human Wizard,{R},common,"As long as there are two or more instant and/or sorcery cards in your graveyard, Ghitu Lavarunner gets +1/+0 and has haste.",1,2,,1.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542300980369,0.1
44,e4360bc9-76f0-4e82-8968-4c6c62a35ed1,Ghitu Journeymage,Dominaria,Creature — Human Wizard,{2}{R},common,"When Ghitu Journeymage enters the battlefield, if you control another Wizard, Ghitu Journeymage deals 2 damage to each opponent.",3,2,,3.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780369,0.3
45,d3ca6dd9-040a-4122-9308-8dcd0d506ada,Ghitu Chronicler,Dominaria,Creature — Human Wizard,{1}{R},common,"Kicker {3}{R} (You may pay an additional {3}{R} as you cast this spell.)
When Ghitu Chronicler enters the battlefield, if it was kicked, return target instant or sorcery card from your graveyard to your hand.",1,3,,2.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780368,0.3
46,f9ca9c16-5720-4531-88ea-48b48d189479,Frenzied Rage,Dominaria,Enchantment — Aura,{1}{R},common,"Enchant creature
Enchanted creature gets +2/+1 and has menace. (It can't be blocked except by two or more creatures.)",,,,2.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780368,0.3
47,62405700-d42c-4c96-9678-dd72d7b7c807,Fire Elemental,Dominaria,Creature — Elemental,{3}{R}{R},common,,5,4,,5.0,dom,['R'],['R'],True,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780368,0.3
48,67f36a25-3692-4f2e-a25e-84b90656e6a4,Fiery Intervention,Dominaria,Sorcery,{4}{R},common,"Choose one —
• Fiery Intervention deals 5 damage to target creature.
• Destroy target artifact.",,,,5.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780368,0.3
49,e4f76e51-a726-4a5f-ae2b-2e826e89f5f7,Fervent Strike,Dominaria,Instant,{R},common,Target creature gets +1/+0 and gains first strike and haste until end of turn.,,,,1.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780368,0.3
50,31adbfd4-56aa-4137-aeba-8720233260be,Bloodstone Goblin,Dominaria,Creature — Goblin Warrior,{1}{R},common,"Whenever you cast a spell, if that spell was kicked, Bloodstone Goblin gets +1/+1 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",2,2,,2.0,dom,['R'],['R'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780368,0.3
51,f835285e-96d9-4574-a497-3b612cae8e22,Windgrace Acolyte,Dominaria,Creature — Cat Warrior,{4}{B},common,"Flying
When Windgrace Acolyte enters the battlefield, put the top three cards of your library into your graveyard and you gain 3 life.",3,2,,5.0,dom,['B'],['B'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780367,0.3
52,aaed7828-57c1-4ad3-a91b-209c66f0876b,Vicious Offering,Dominaria,Instant,{1}{B},common,"Kicker—Sacrifice a creature. (You may sacrifice a creature in addition to any other costs as you cast this spell.)
Target creature gets -2/-2 until end of turn. If this spell was kicked, that creature gets -5/-5 until end of turn instead.",,,,2.0,dom,['B'],['B'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1528217780367,0.3
